SWID	OfficialNames	Isomeric Smiles	PubChem IDs	KEGG IDs	ChemSpider, IDs	DrugBank IDs	ChEBI IDs	Synonyms
SW00222	Traditional Herbal Isolate=heptane	C1CC2C(O2)CC1C3CO3	7833		7545			4-vinylcyclohexene diepoxide<>2,vinyl cyclohexene diepoxide<>2,4-vinyl-1-cyclohexene diepoxide<>2,chissonox 206<>2,4-vinyl-1-cyclohexene dioxide<>2,vinyl cyclohexene dioxide<>2,vinylcyclohexene dioxide<>2,4-vinylcyclohexene dioxide<>2,unox epoxide 206<>2,3-(oxiran-2-yl)-7-oxabicyclo[4.1.0]heptane<>1,1-epoxyethyl-3,4-epoxycyclohexane<>1,3-(epoxyethyl)-7-oxabicyclo(4.1.0)heptane<>1,1-ethyleneoxy-3<>1,37205-95-1[rn]<>1,araldite dy 032<>1,3-oxiranyl-7-oxabicylo(4.1.0)heptene<>1,4-vinlycyclohexene dioxide<>1,73752-15-5[rn]<>1,3-oxiranyl- 7-oxabicyclo(4.1.0)heptane<>1,1-epoxyethyl-3<>1,vinylcyclohexene dioxide.<>1,4-(1,2-epoxyethyl)-7-oxabicyclo(4.1.0)heptane<>1,bakelite erl 4206<>1,cyclohexane, 1,2-epoxy-4-(epoxyethyl)-<>1,vinylcyclohexene diepoxide<>1,3-oxiranyl-7-oxabicyclo(4.1.0)heptane<>1,1-vinyl-3-cyclohexene dioxide<>1,rd4<>1,7-oxabicyclo(4.1.0)heptane, 3-(epoxyethyl)-<>1,119418-67-6[rn]<>1,dy032<>1,vinyl cyclohexane diepoxide<>1,1,2-epoxy-4-(epoxyethyl)cyclohexane<>1,c012606<>1,3-(2-oxiranyl)-7-oxabicyclo[4.1.0]heptane[acd/iupac name]<>1,61489-53-0[rn]<>1,25086-25-3[rn]<>1,4-(epoxyethyl)-7-oxabicyclo[4.1.0]heptane<>1,rd 4<>1,3-oxiran-2-yl-7-oxabicyclo[4.1.0]heptane<>1,106-87-6[rn]<>1,ucet textile finish 11-74 (obs.)<>1,4-(1,2-epoxyethyl)-7-oxabicyclo[4.1.0]heptane<>1,7-oxabicyclo 4.1.0 heptane, 3-oxiranyl-<>1,7-oxabicyclo[4.1.0]heptane, 3-oxiranyl-<>1,25550-49-6[rn]<>1,4-vinyl cyclohexane dioxide<>1,7-oxabicyclo(4.1.0)heptane, 3-oxiranyl-<>1,3-(epoxyethyl)-7-oxabicyclo[4.1.0]heptane<>1,5-19-01-00295 (beilstein handbook reference)[beilstein]<>1,unox ep 206<>1,203-437-7[einecs]<>1,4-(1, 2-epoxyethyl)-7-oxabicyclo[4.1.0]heptane<>1,4-(epoxyethyl)-7-oxabicyclo(4.1.0)heptane<>1,tissonox 206<>1,39283-09-5[rn]<>1,7-oxabicyclo[4.1.0]heptane, 3- (epoxyethyl)-<>1,4-vinylcyclohexene diepoxide<>1,7-oxa-3-oxiranylbicyclo[4.1.0]heptane<>1,3-(1,2-epoxyethyl)-7-oxabicyclo(4.1.0)heptane<>1,1-ethyleneoxy-3,4-epoxycyclohexane<>1,7-oxabicyclo[4.1.0]heptane, 3-(epoxyethyl)-<>1,7-oxa-3-oxiranylbicyclo(4.1.0)heptane<>1,60304-41-8[rn]<>1,144046-23-1[rn]<>1,vinyl-4-cyclohexene dioxide<>1,4-epoxy-cyclohexane;  4-vinylcyclohexene diepoxide;  4-vinyl-1-cyclohexene dioxide<>1,112721-27-4[rn]<>1,1-(epoxyethyl)-3,4-epoxycyclohexane<>1,4-vinyl-1,2-cyclohexene diepoxide<>1,3-oxiranyl-7-oxabicyclo[4.1.0]heptane<>1,39465-56-0[rn]<>1,araldite rd 4<>1,3-epoxyethyl-7-oxabicyclo[4.1.0]heptane<>1,3-(1,2-epoxyethyl)-7-oxabicyclo[4.1.0]heptane<>1
SW00223	Indian Approved Name=kojic acid	c1c(occ(c1=O)[O-])CO	3840			DB01759	CHEBI:43572	<>2,5-hydroxy-2-(hydroxymethyl)-4h-pyran-4-one<>2,nsc1942<>1,2-hydroxymethyl-5-hydroxy-gamma-pyrone<>1,4h-pyran-4-one<>1,5-hydroxy-2-(hydroxymethyl)-4-pyrone<>1,501-30-4<>1,5-hydroxy-2-hydroxymethyl-4-pyrone<>1,ccris 4131<>1,kojic acid<>1,chebi:43572<>1
SW00224	Traditional Herbal Isolate=premnazole	Cc1cc(no1)C(=O)OC	88245		79608			methyl 5-methylisoxazole-3-carboxylate<>2,methyl5-methylisoxazole-3-carboxylate<>1,molport-000-142-405<>1,methyl 5-methyl-1<>1,19788-35-3[rn]<>1,methyl 5-methylisoxazole 3-carboxylate<>1,19788-35-8<>1,19788-35-3<>1,3-isoxazolecarboxylic acid, 5-methyl-, methyl ester<>1,zinc00158684<>1,methyl 5-methyl-1,2-oxazole-3-carboxylate[acd/iupac name]<>1,sbb053925<>1,ac1l3fbh<>1,5-methylisoxazole-3-carboxylic acid methyl ester<>1,methyl 5-methyl-3-isoxazole carboxylate<>1,einecs 243-311-9<>1,243-311-9[einecs]<>1,3-isoxazolecarboxylic acid<>1,methyl 5-methyl-3-isoxazolecarboxylate<>1,115704<>1,ac1q2qnn<>1
SW00225	WHO Essential Medicine=ethosuximide,FDA Approved Drug=ETHOSUXIMIDE	CCC1(CC(=O)NC1=O)C	3291	D00539	3175	DB00593	CHEBI:4887	ethosuccimide<>6,suxinutin<>6,ethosuximide<>6,etosuximida<>6,ethymal<>6,suxilep<>6,petnidan<>6,ethosuccinimide<>6,zarontin<>6,emeside<>6,epileo petit mal<>4,zartalin<>4,zaraondan<>4,mesentol<>4,etomal<>4,pyknolepsinum<>4,ronton<>4,suxin<>4,thetamid<>4,pemalin<>4,succimal<>4,pemal<>4,suximal<>4,simatin<>4,piknolepsin<>4,zarodan<>4,ethosuxide<>4,capitus<>4,zarondan<>4,petinimid<>4,pentinimid<>4,atysmal<>4,thilopemal<>4,succimitin<>4,peptinimid<>4,asamid<>4,ethosuccimid<>2,voltage- gated calcium channel subunit alpha cav3.1<>2,etosuximida [inn_es]<>2,3-methyl-3-ethylsuccinimide<>2,zarontin[wiki]<>2,3-ethyl-3-methylpyrroline-2,5-dione<>2,201-048-7[einecs]<>2,a-ethyl-a-methylsuccinimide<>2,3-ethyl-3-methylazolidine-2,5-dione<>2,pyknole.psi.num<>2,3-ethyl-3-methylsuccinimide<>2,aethosuccimidum<>2,3-ethyl-3-methyl-pyrrolidine-2,5-dione<>2,cav3.1c<>2,3-ethyl-3-methylpyrrolidin-2,5-dion<>2,etosuximide<>2,3-ethyl-3-methylpyrrolidine-2,5-dione<>2,zarontin (tn)<>2,etosuximida[spanish][inn]<>2,simatin(e)<>2,ethosuximide [usan:inn:ban:jan][inn][jan][usan]<>2,3-methyl-3-ethylpyrrolidine-2,5-dione<>2,etosuccimide [dcit]<>2,cn-10,395<>2,d005013<>2,aethosuximide<>2,cn-10395<>2,succinimide, 2-ethyl-2-methyl-<>2,ethylmethylsuccimide<>2,n-ethyl methylsuccinimide<>2,77-67-8[rn]<>2,2-methyl-2-ethylsuccinimide<>2,ethosuximide[wiki]<>2,ethosuximidum[latin]<>2,etosuximid<>2,piknole.psi.n<>2,nbr13<>2,aethosuximide[german]<>2,etosuximida faes<>2,ethosuximide [usan:ban:inn:jan][inn][jan][usan]<>2,2-ethyl-2-methylsuccinimide<>2,337376-15-5<>2,einecs 201-048-7<>2,suksilep<>2,5-21-09-00595 (beilstein handbook reference)[beilstein]<>2,3-ethyl-3-methyl-2,5-pyrrolidinedione[acd/iupac name]<>2,2,5-pyrrolidinedione, 3-ethyl-3-methyl-<>2
SW00226	WHO Essential Medicine=mesna,FDA Approved Drug=MESNA	C(CS(=O)(=O)[O-])S	29769	D01459	27663			uromitexan<>4,mesnex<>4,sodium 2-mercapto-ethanesulfonate<>2,d-7093<>2,mitexan<>2,2-mercaptoethane sulfonate sodium<>2,2-mercaptoethanesulfonic acid sodium<>2,mesna<>2,ethanesulfonic acid, 2-mercapto-, sodium salt (1:1)<>2,3375-50-6[rn]<>2,sodium; 2-mercapto-ethanesulfonate<>2,19767-45-4[rn]<>2,2-mercapto-ethan-sulfonsaeure, natrium-salz<>2,uromitexan;mesnex<>2,ambap19767-45-4<>2,2-mercaptoethanesulfonic acid monosodium salt<>2,243-285-9[einecs]<>2,sodium 2-sulfanylethane-1-sulfonate<>2,natrium 2-mercaptoethansulfonat<>2,2-mercapto-ethanesulfonate<>2,mesna [usan:ban:inn][inn][usan]<>2,sodium 2-sulfanylethanesulfonate[acd/iupac name]<>2,mesna (jan/usan)[jan][usan]<>2,mesnum<>2,mistabron<>2,sodium mercaptoethanesulfonate<>2,mfcd00007535<>2,ethanesulfonic acid, 2-mercapto-, monosodium salt<>2,natrium-2-sulfanylethansulfonat<>2,sodium 2-mercaptoethanesulfonate<>2,mistabronco<>2,mesna[wiki]<>2,2-mercaptoethanesulfonate, sodium<>2,mucofluid<>2,sodium 2-mercaptoethane sulfonate<>2
SW00227	NPC Approved Name=methenamine sulfate	C1[NH+]2CN3CN1CN(C2)C3	4101	D00393			CHEBI:6824	hexamine<>3,methenamine<>2,aminoform<>1,urotropin<>1,uritone<>1,hexamethylenetetramine<>1,1<>1,urotropine<>1,100-97-0<>1,methenamin<>1
SW00228	China Approved Name=piracetam,Indian Approved Name=piracetam	C1CC(=O)N(C1)CC(=O)N	4843	D01914	4677			pyracetam<>4,nootropyl<>4,gabacet<>4,myocalm<>4,ciclofalina<>4,normabrain<>4,pyramem<>4,piracetam<>4,pirazetam<>2,piracetrop<>2,piracetamum[latin]<>2,2-oxo-pyrrolidin-1-ylacetamide<>2,nootropil[wiki]<>2,2-(2-oxo-pyrrolidin-1-yl)acetamide<>2,1-pyrrolidineacetamide<>2,ucb6215<>2,sinapsan<>2,2-oxo-1-pyrrolidineacetamide<>2,5-21-06-00360 (beilstein handbook reference)[beilstein]<>2,231-312-7[einecs]<>2,1-pyrrolidineacetamide, 2-oxo-<>2,cerebroforte<>2,2-(2-oxopyrrolidino)acetamide; 2-oxo-1-pyrrolidineacetamide<>2,piracetam abz<>2,2-(2-oxo-1-pyrrolidinyl)acetamide[acd/iupac name]<>2,euvifor<>2,2-pyrrolidone-n-acetamide<>2,2-(2-oxopyrrolidin-1-yl)acetamide<>2,(piracetam)2-(2-oxo-pyrrolidin-1-yl)-acetamide<>2,piracetam[wiki]<>2,memo puren<>2,7491-74-9<>2,cuxabrain<>2,cerepar n<>2,naofukang [chinese]<>2,piracetam (jan/usan)[jan][usan]<>2,d010889<>2,nootron<>2,2-(2-oxopyrrolidinyl)acetamide<>2,piracetam [usan:ban:inn][inn][usan]<>2,piracetam rph<>2,2-(2-oxo-pyrrolidin-1-yl)-acetamide(piracetam)<>2,genogris<>2,memo-puren<>2,nootrop<>2,2-(2-oxopyrrolidino)acetamide<>2,geram<>2,5-21-06-00360<>2,2-pyrrolidoneacetamide<>2,avigilen<>2,axonyl<>2,piracebral<>2,2-pyrrolidinoneacetamide<>2,2-ketopyrrolidine-1-ylacetamide<>2,piracetam-rph<>2,pirroxil<>2,7491-74-9[rn]<>2,2-(2-oxo-pyrrolidin-1-yl)-acetamide<>2,nootropil<>2,2-(2-oxo-1-pyrrolidinyl)acetamid<>2,dinagen<>2,ucb-6215<>2
SW00229	Traditional Herbal Isolate=guvacoline	COC(=O)C1=CCC[NH2+]C1	160492		141033			norarecoline<>2,guvacoline<>2,495-19-2<>1,ac1q5ylm<>1,ar-1j4242<>1,chebi:100893<>1,ar-1j4241<>1,495-19-2[rn]<>1,methyl 1,2,5,6-tetrahydropyridine-3-carboxylate<>1,3-pyridinecarboxylic acid, 1,2,5,6-tetrahydro-, methyl ester<>1,1,2,5,6-tetrahydro-pyridine-3-carboxylic acid methyl ester<>1,chembl268808<>1,methyl 1,2,5,6-tetrahydro-3-pyridinecarboxylate[acd/iupac name]<>1,ac1l4npv<>1,methyl 1<>1,1,2,5,6-tetrahydro-pyridine-3-carboxylic acidmethyl ester(norarecoline)<>1
SW00230	Traditional Herbal Isolate=octalactone	CCCC1CCCC(=O)O1	12777		12252			5-hydroxyoctanoic acid lactone<>2,tetrahydro-6-propyl-2h-pyran-2-one<>2,5-octalactone<>2,5-octanolide<>2,delta-octanolactone<>1,tl8006605<>1,octanoic acid, 5-hydroxy-, lactone (6ci)<>1,2h-pyran-2-one<>1,698-76-0[rn]<>1,fema no. 3214<>1,6-propyloxan-2-one<>1,2h-pyran-2-one, tetrahydro-6-propyl-<>1,104426-32-6[rn]<>1,octalactone<>1,.delta.-octalactone<>1,6-propyltetrahydro-2h-pyran-2-one[acd/iupac name]<>1,delta-octalactone<>1,5-17-09-00068 (beilstein handbook reference)[beilstein]<>1,211-820-5[einecs]<>1,5-propyl-5-hydroxypentanoic acid lactone<>1
SW00231	Traditional Herbal Isolate=pelletierine	CC(=O)CC1CCCC[NH2+]1	92987		21172044			pelletierine<>3,punicine<>2,isopelletierin<>1,2-propanone, 1-(2-piperidinyl)-<>1,2-acetonylpiperidine<>1,4396-01-4[rn]<>1,1-piperidin-2-ylacetone<>1,1/4/4396<>1,1-(piperidin-2-yl)acetone<>1,isopelletierine<>1,dl-pelletierine<>1,2858-66-4[rn]<>1,isopunicine<>1,8-methylnorlobelone<>1,(r)-1-(2-piperidyl)acetone<>1,224-523-0[einecs]<>1
SW00232	Traditional Herbal Isolate=n-nonyl aldehyde;nonanal;nonyl aldehyde;nonylic aldehyde	CCCCCCCCC=O	31289		29029			nonylic aldehyde<>8,nonyl aldehyde<>8,1-nonanal<>8,1-nonaldehyde<>8,n-nonaldehyde<>8,nonaldehyde<>8,pelargonaldehyde<>8,nonanaldehyde<>8,n-nonanal<>8,nonanal<>4,nonanal[wiki][acd/iupac name]<>4,aldehyde c-9<>4,c-9 aldehyde<>4,124-19-6[rn]<>4,nonylaldehyde<>4,nonyl aldehyde,n-<>4,pergonal<>4,n-nonylaldehyde<>4,1-nonyl aldehyde<>4,n-nonyl aldehyde<>4,4-01-00-03352 (beilstein handbook reference)[beilstein]<>4,nonoic aldehyde<>4,c008664<>4,204-688-5[einecs]<>4,1236701<>4,nonanoic aldehyde<>4,pelargonic aldehyde<>4,278-296-8[einecs]<>4,nonanal[portuguese]<>4
SW00233	NPC Approved Name=cyclopentadrine	CC(CC1CCCC1)[NH2+]C	92798		83770			cyclopentamine hydrochloride<>2,1-cyclopentyl-2-methylaminopropane hydrochloride<>2,2-methylamino-1-cyclopentylpropane hydrochloride<>2,clopane hydrochloride<>2,1-cyclopentyl-n-methylpropan-2-amine hydrochloride(1:1)<>2,cyclopentaneethylamine<>1,n<>1,einecs 208-681-8<>1,538-02-3<>1,3459-06-1[rn]<>1,12002-60-7[rn]<>1,(+-)-cyclopentamine hydrochloride<>1
SW00234	NPC Approved Name=isometheptene hydrochloride	CC(CCC=C(C)C)[NH2+]C	22549		21146			2-methylaminoisooctane hydrochloride<>2,isomethepdrine chloride<>2,isometheptene hydrochloride<>2,methylamino-methylheptene hydrochloride<>2,4-hexenylamine<>1,4-hexenylamine, n,1,5-trimethyl-, hydrochloride<>1,6168-86-1[rn]<>1,n,1,5-trimethyl-4-hexenylamine hydrochloride<>1,(1,5-dimethylhex-4-enyl)methylammonium chloride<>1,octin<>1,(1<>1,isometheptene hcl<>1,5-hepten-2-amine, n,6-dimethyl-, hydrochloride<>1,5-hepten-2-amine, n,6-dimethyl-, hydrochloride (1:1)<>1,einecs 228-211-5<>1,6168-86-1<>1,n,6-dimethylhept-5-en-2-amine hydrochloride (1:1)<>1,228-211-5[einecs]<>1,5-hepten-2-amine, n,6-dimethyl-, hydrochloride (9ci)<>1,n,6-dimethyl-5-hepten-2-amine hydrochloride<>1,nsc 13066<>1
SW00235	Indian Approved Name=chlorocresol	Cc1cc(ccc1Cl)O		D03468	21106018			chlorocresol<>2,p-chlorocresol[wiki]<>1,tl8007001<>1,parol[wiki]<>1,4-chloro-3-methylphenol<>1,c006984<>1,2-chloro-5-hydroxytoluene<>1,59-50-7[rn]<>1,candaseptic<>1,phenol, 4-chloro-3-methyl-[acd/index name]<>1,pcmc<>1,peritonan<>1,qr bg e1[wln]<>1,p-chloro-m-cresol<>1,1237629[beilstein]<>1,parmatol<>1,4-chloro-m-cresol<>1,aptal<>1,200-431-6[einecs]<>1,baktolan<>1,baktol<>1
SW00236	Indian Approved Name=sodium selenate	[O-][Se](=O)(=O)[O-]	23688461		20137743			13410-01-0[rn]<>1,selenic acid, monosodium salt<>1,selenic acid, sodium salt<>1,sodium hydrogen selenate<>1,236-501-8[einecs]<>1
SW00237	China Approved Name=selenium disulfide,FDA Approved Drug=SELENIUM SULFIDE	S=[Se]=S	24087	D05815	22519			selukos<>4,selenix<>4,selenium(iv) disulfide<>4,selenium disulphide<>4,exsel<>4,sebusan<>4,selenium sulfide ses2<>4,selenium sulfide<>4,selenex<>4,selenium disulfide<>4,selsun blue<>4,lenium<>4,selenium (iv) disulfide (1:2)<>2,un 2657<>2,selane, thioxo-, sulfide<>2,selen(iv) sulfid<>2,seleen<>2,7488-56-4[rn]<>2,einecs 231-303-8<>2,zeran<>2,selenium disulfide [un2657] [poison]<>2,sulfur selenide<>2,selenium disulfide [un2657]  [poison]<>2,thioxoselane sulfide[acd/iupac name]<>2,selenium sulfide (ses2)<>2,sul-blue<>2,selsun<>2,sel-o-rinse<>2,12299-46-6[rn]<>2,selenium(iv) disulfide (1:2)<>2,231-303-8[einecs]<>2
SW00238	FDA Approved Drug=TRIMETHADIONE	CC1(C(=O)N(C(=O)O1)C)C	5576	D00392	5374	DB00347		tridione<>4,minoaleviatin<>3,troxidone<>3,absentol<>3,trimethadion<>3,trimethadione<>3,trimetadione<>3,trimetin<>3,absetil<>3,tridone<>2,convexina<>2,ptimal<>2,convenixa<>2,epixal<>2,trioxanona<>2,trimedal<>2,mino-aleviatin<>2,trimethin<>2,petidon<>2,epidione<>2,pitmal<>2,petilep<>2,tredione<>2,trimedone<>2,edion<>2,trilidona<>2,tromedone<>2,triozanona<>2,tioxanona<>2,tridilona<>2,trimethdione<>2,epidone<>2,minoaleuiatin<>2,petimalin<>2,tricione<>2,trimetadione [dcit]<>1,nbr13<>1,<>1,3,3,5-trimethyl-2, 4-diketooxazolidine<>1,cav3.1c<>1,trimethinum<>1,3,5,5-trimethyl-1,3-oxazolidine-2,4-dione[acd/iupac name]<>1,3,5,5-trimethyl-2,4-oxazolidinedione<>1,tridione (tn)<>1,3,5,5-trojmetylooksazolidyno-2,4-dion[polish]<>1,petidion<>1,tridion[wiki]<>1,trimethadionum[latin]<>1,trioksal<>1,4-27-00-03237 (beilstein handbook reference)[beilstein]<>1,3,5,5-trimethyloxazolidine-2,4-dione<>1,2,4-oxazolidinedione, 3,5,5-trimethyl-<>1,cas-127-48-0<>1,etydion<>1,3,5,5,-trimethyloxazolidine-2,4-dione<>1,3,5,5-trimethyl-oxazolidine-2,4-dione<>1,204-845-8[einecs]<>1,2, 4-oxazolidinedione, 3,5,5-trimethyl-<>1,3,5,5-trimethyl-2,4-dioxooxazolidine<>1,neo-absentol<>1,tridion<>1,trimethadione [inn:jan][inn][jan]<>1,121627<>1,trimetadiona[spanish][inn]<>1,trimethadione[wiki][jp15]<>1,127-48-0[rn]<>1,337376-15-5<>1,voltage- gated calcium channel subunit alpha cav3.1<>1
SW00239	Traditional Herbal Isolate=stachydrine;stachydrine chloride	C[N+]1(CCCC1C(=O)[O-])C	554		538			n<>4,stachydrine<>4,32039-73-9[rn]<>2,1,1-dimethylpyrrolidinium-2-carboxylate<>2,nsc655263<>2,ac1l19hv<>2,ac1q5bfi<>2,stachydrine hydrochloride<>2,471-87-4 (inner salt)<>2,1<>2,1195-94-4[rn]<>2,4136-37-2[rn]<>2,502-53-4<>2,cpd-821<>2,pyrrolidinium, 2-carboxy-1,1-dimethyl-, inner salt<>2,kst-1b4552<>2,pyrrolidinium, 2-carboxy-1,1-dimethyl-<>2,471-87-4[rn]<>2
SW00240	Traditional Herbal Isolate=caprylic	CCCCCCCC(=O)[O-]	379		370	DB04519		n-caprylic acid<>3,n-octylic acid<>3,n-octoic acid<>3,n-octanoic acid<>3,octylic acid<>3,neo-fat 8<>3,octoic acid<>3,octanoic acid<>2,<>2,octic acid<>2,caprylsaeure<>2,enantic acid<>2,1-heptanecarboxylic acid<>2,kaprylsaeure<>2,caprylic acid<>2,octanoic acid[inn][usan][acd/iupac name]<>1,kyselina kaprylova[czech]<>1,capryloate<>1,acido octanoico[spanish]<>1,prifac 2901<>1,hexacid 898<>1,4-02-00-00982 (beilstein handbook reference)[beilstein]<>1,caprylic acid; octylic acid<>1,oca<>1,230-784-1[einecs]<>1,protease i<>1,n-octic acid<>1,271-676-4[einecs]<>1,acido octanoico<>1,ec 3.1.2.-<>1,octanoate<>1,7319-86-0[rn]<>1,124-07-2[rn]<>1,nuocure 28<>1,acidum octanocium[latin]<>1,caprylic acid[wiki]<>1,acide octanoique<>1,1747180[beilstein]<>1,1-heptanecarboxylate<>1,octanoicacid<>1,204-677-5[einecs]<>1,acide octanoique[french]<>1,1-octanoic acid<>1,lecithinase b<>1,octansaeure<>1,neo-fat 8s<>1,acidum octanocium<>1,lysophospholipase l1<>1,c8:0<>1,kortacid 0899<>1,68603-84-9[rn]<>1,lunac 8-95<>1,ec 3.1.1.5<>1,lunac 8-98<>1
SW00241	China Approved Name=valproic acid,Indian Approved Name=sodium valproate;divalproex;divalproex sodium;valproate,WHO Essential Medicine=valproic acid;sodium valproate,Australia Approved Name=SODIUM VALPROATE;VALPROATE SODIUM;VALPROATE,FDA Approved Drug=DIVALPROEX SODIUM;MAGNESIUM ACETATE;VALPROATE SODIUM;VALPROIC ACID	CCCC(CCC)C(=O)[O-]	23663956,3121,16760703,57348960	D00304,D00399	48337,13428,3009,2788026	DB00510,DB00313	CHEBI:4667,CHEBI:9925,CHEBI:39867	valproate semisodium<>33,depakote er<>22,divalproex sodium<>21,depakote<>21,delepsine<>19,epival<>19,valcote<>19,depakote cp<>15,n-dpa<>15,depakote sprinkle<>14,valproic acid<>14,depakene<>14,convulex<>12,sodium hydrogen divalproate<>12,valparin<>12,mylproin<>12,epilex<>12,dipropylacetic acid<>12,myproic acid<>12,sprinkle<>12,valproic acid[wiki][usp][inn][ban][usan]<>10,depakine<>10,ergenyl<>10,n-dipropylacetic acid<>8,avugane<>8,depakote[wiki]<>8,dpa<>8,di-n-propylacetic acid<>8,med valproic<>8,alti-valproic<>8,penta-valproic<>8,divalproex sodium[usp]<>8,deproic<>8,propylvaleric acid<>8,novo-valproic<>8,nu-valproic<>8,baceca<>8,pms-valproic acid<>8,ec 2.6.1.22<>7,valproatum seminatricum[latin]<>7,sodium 2-propylpentanoate 2-propylpentanoic acid (1:1)<>7,gaba transaminase<>7,divalproate<>7,sprinkle[wiki]<>7,depakote (tn)<>7,sodium 2-propylpentanoate 2-propylpentanoic acid (1:1:1)[acd/iupac name]<>7,epival[wiki]<>7,abbott-50711<>7,76584-70-8[rn]<>7,pentanoic acid, 2-propyl-, sodium salt (2:1)<>7,gaba-t<>7,natrium hydrogen bis(2-propylvalerat)<>7,ec 2.6.1.19<>7,sodium divalproate<>7,2-propylpentanoic acid sodium salt (2:1)<>7,pentanoic acid, 2-propyl-, sodium salt(2:1)<>7,valproic acid semisodium salt (2:1)<>7,gaba aminotransferase<>7,depakote;epival<>7,gamma-amino-n-butyrate transaminase<>7,valproato semisodico[spanish]<>7,sodium hydrogen bis(2-propylvalerate)<>7,sodium; 2-propylpentanoate; 2-propylpentanoic acid<>7,l-aibat<>7,(s)-3-amino-2-methylpropionate transaminase<>7,sodium 2-propylpentanoate - 2-propylpentanoic acid (1:1:1)<>7,gaba-at<>7,semisodium valproate<>7,abbott 50711<>7,divalproex<>7,sodium 2-propylpentanoate - 2-propylpentanoic acid (1:1)<>7,depakote,epival, valproate semisodium<>7,d pakine chrono<>7,valproate semisodique[french]<>7,epilim<>7,valproate<>7,sodium hydrogen bis(2-propylpentanoate)<>7,4-aminobutyrate aminotransferase, mitochondrial precursor<>7,337376-15-5<>7,99-66-1[rn]<>6,2-methylbutyryl-coenzyme a dehydrogenase<>5,valproate semisodique [french]<>5,valproato semisodico [spanish]<>5,ec 1.3.99.-<>5,short/branched chain specific acyl-coa dehydrogenase, mitochondrial precursor<>5,valproic acid usp<>5,di-n-propylessigsaure<>5,valproic acid usp24<>5,2-methylbutyryl-coa dehydrogenase<>5,kyselina 2-propylvalerova<>5,2-mebcad<>5,dipropylacetate<>5,dom-valproic<>5,valproatum seminatricum [latin]<>5,sbcad<>5,2-methyl branched chain acyl-coa dehydrogenase<>5,2-propylpentanoic acid<>4,2-propylpentanoic acid[acd/iupac name]<>4,1069-66-5[rn]<>4,depakene[wiki]<>4,divalproex-500<>3,2-propylpentanoicacid<>3,sandoz valproic<>3,kyselina 2-propylvalerova[czech]<>3,epival er<>3,acido valproico[spanish][inn]<>3,acide valproique[french][inn]<>3,2-n-propylpentanoic acid<>3,acidum valproicum [inn_la]<>3,acidum valproicum<>3,2-propylvaleric acid<>3,263-770-9[einecs]<>3,gen-divalproex<>3,dom-divalproex<>3,pms-divalproex<>3,depakin chrono<>3,di-n-propylessigsaure[german]<>3,epiject i.v.<>3,acido valproico<>3,dom-valproic acid<>3,acetic acid, dipropyl-<>3,g2m-777<>3,apo-valproic<>3,vpa<>3,apo-divalproex<>3,4-heptanecarboxylic acid<>3,savicol<>3,2-propyl-pentanoic acid<>3,valproic-250<>3,202-777-3[einecs]<>3,1750447[beilstein]<>3,valeric acid, 2-propyl-<>3,3-02-00-00807 (beilstein handbook reference)[beilstein]<>3,valproinsaeure<>3,heptane-4-carboxylic acid<>3,pentanoic acid, 2-propyl-<>3,abbott 44090<>3,acide valproique<>3,peac<>3,phl-valproic acid<>3,novo-divalproex<>3,acidum valproicum[latin][inn]<>3,2-n-propyl-n-valeric acid<>3,depakine chrono<>3,di-n-propylessigsaeure<>3,2-propylvalerate<>2,eurekene<>2,ag-f-12752<>2,2-propylpentanoate<>2,valproic acid sodium salt<>2,natrium valproat<>2,pentanoicacid<>2,labazene<>2,valerin<>2,sodium 2-propylvalerate<>1,valproate sodium[usan]<>1,sodium valproate<>1,sodium dipropylacetate<>1,2-propylpentanoic acid sodium salt<>1,valproinsaeure, natrium<>1,selenica<>1,orfiril<>1,213-961-8[einecs]<>1,dipropylacetate sodium<>1,sodium n-dipropylacetate<>1,kw 6066n<>1,1069-66-5, 99-66-1 [valproic acid]<>1,pentanoic acid, 2-propyl-, sodium salt (1:1)<>1,2-propylpentanoic acid sodium<>1,pentanoic acid, 2-propyl-, sodium salt<>1,sodium valeproate<>1,valproic acid sodium<>1,sodium bispropylacetate<>1,depakin<>1,a-44090<>1,sodium 2-propylpentanoate[acd/iupac name]<>1,valproic acid sodium salt (1:1)<>1,sodium 2-n-propyl-pentanoate<>1,depacon<>1,natrium-2-propylpentanoat<>1,2-propylvaleric acid sodium salt<>1,sodium2-propylpentanoate<>1,valeric acid, 2-propyl-, sodium salt<>1,valproic acid, sodium salt<>1,valdisoval<>1,valproate sodium<>1,sodium valproate[jp15]<>1,2-propylpentanoate de sodium<>1,orfiril[wiki]<>1,sodium 2-propylpentanoate<>1
